education_num,capital_gain,hours_per_week,sex,age,cluster
10,0.0,40,1,20,0
9,1092.8412024287468,50,1,29,3
10,0.0,25,1,55,0
10,0.0,24,1,20,0
6,0.0,40,1,54,0
6,0.0,30,1,27,0
10,0.0,55,1,43,0
14,0.0,72,1,48,0
13,0.0,40,1,34,0
13,0.0,40,0,29,1
11,0.0,40,0,37,1
10,0.0,40,1,56,0
6,0.0,40,1,58,0
13,0.0,40,1,54,0
10,0.0,41,1,45,0
9,0.0,40,1,29,0
12,0.0,40,0,26,1
9,0.0,40,1,43,0
9,0.0,40,1,33,0
10,1092.8412024287468,42,1,45,3
10,0.0,30,1,25,0
9,0.0,40,1,25,0
12,0.0,40,1,37,0
9,0.0,25,1,20,0
14,0.0,24,0,39,1
6,0.0,20,0,17,1
9,0.0,40,1,27,0
9,0.0,40,0,26,1
3,0.0,40,1,55,0
7,0.0,60,1,39,0
9,0.0,40,0,41,1
2,0.0,40,1,34,0
11,0.0,50,1,51,0
10,0.0,40,1,40,0
12,0.0,40,1,58,0
9,0.0,40,0,23,1
14,0.0,50,1,45,0
13,1092.8412024287468,50,1,51,3
10,0.0,40,1,43,0
13,1092.8412024287468,50,0,25,2
13,1092.8412024287468,40,1,36,3
9,0.0,50,1,58,0
9,0.0,40,1,33,0
11,0.0,40,1,60,0
9,0.0,40,1,24,0
9,0.0,46,0,45,1
9,0.0,40,0,49,1
8,0.0,40,0,19,1
10,0.0,38,0,34,1
13,0.0,40,1,42,0
9,0.0,50,0,25,1
3,1092.8412024287468,15,1,59,3
9,1092.8412024287468,40,1,28,3
7,0.0,30,1,19,0
13,0.0,40,0,31,1
13,0.0,48,1,58,0
9,0.0,50,1,47,0
13,0.0,40,1,30,0
4,0.0,40,1,41,0
10,1092.8412024287468,51,1,43,3
9,0.0,40,0,48,1
13,0.0,50,1,44,0
10,0.0,40,0,44,1
13,0.0,40,0,24,1
9,0.0,43,1,28,0
9,0.0,10,0,50,1
10,0.0,40,1,33,0
13,0.0,50,0,23,1
6,0.0,40,1,46,0
10,0.0,10,1,21,0
5,0.0,30,0,52,1
13,0.0,50,1,26,0
13,0.0,12,1,27,0
7,0.0,40,0,28,1
13,0.0,60,1,50,0
9,0.0,35,1,28,0
7,0.0,20,1,61,0
4,0.0,35,0,32,1
10,0.0,40,1,30,0
13,0.0,40,0,51,1
10,0.0,40,1,40,0
9,0.0,70,1,36,0
10,0.0,24,1,28,0
12,0.0,45,1,49,0
4,0.0,30,1,61,0
13,0.0,60,1,41,0
9,0.0,30,0,55,1
13,0.0,40,0,36,1
10,0.0,40,0,21,1
10,0.0,45,1,57,0
15,1092.8412024287468,37,1,49,3
7,0.0,40,1,59,0
10,0.0,80,1,41,0
10,0.0,40,1,59,0
9,0.0,25,1,20,0
10,0.0,40,0,42,1
14,0.0,60,0,41,1
13,0.0,50,1,45,0
12,0.0,45,0,42,1
13,0.0,40,1,25,0
9,0.0,40,1,45,0
9,1092.8412024287468,40,1,58,3
9,0.0,40,1,39,0
9,0.0,40,1,34,0
10,0.0,40,1,22,0
9,0.0,50,1,44,0
10,0.0,40,0,53,1
5,0.0,40,1,27,0
9,0.0,25,0,60,1
13,1092.8412024287468,40,1,46,3
15,1092.8412024287468,40,1,56,3
13,1092.8412024287468,40,1,36,3
9,0.0,32,0,56,1
13,0.0,70,1,29,0
6,0.0,39,1,19,0
9,0.0,40,1,38,0
10,0.0,40,1,40,0
12,0.0,55,1,52,0
10,0.0,40,0,22,1
9,0.0,25,0,32,1
13,0.0,40,0,27,1
13,0.0,40,0,25,1
14,0.0,40,1,36,0
8,0.0,40,1,22,0
9,0.0,45,1,32,0
13,0.0,40,0,37,1
9,0.0,54,1,22,0
9,0.0,40,0,29,1
1,0.0,25,1,42,0
11,0.0,38,0,45,1
13,0.0,45,0,33,1
10,0.0,40,0,39,1
8,0.0,45,1,27,0
13,0.0,50,0,53,1
13,0.0,40,0,30,1
10,0.0,35,1,52,0
13,1092.8412024287468,60,1,43,3
14,0.0,35,1,47,0
9,0.0,40,1,61,0
14,0.0,40,1,39,0
10,0.0,50,1,47,0
9,0.0,25,1,19,0
10,1092.8412024287468,40,1,37,3
9,0.0,51,1,31,0
11,0.0,8,1,69,0
9,0.0,40,1,29,0
10,0.0,14,1,24,0
9,0.0,40,1,42,0
13,0.0,72,1,30,0
14,0.0,80,0,28,1
11,0.0,40,1,27,0
9,0.0,40,0,53,1
9,0.0,40,1,35,0
8,0.0,40,1,22,0
9,0.0,40,1,25,0
13,0.0,40,0,38,1
13,0.0,35,0,27,1
5,0.0,37,1,30,0
13,0.0,50,0,27,1
13,0.0,40,1,25,0
9,0.0,40,0,32,1
6,0.0,45,1,70,0
9,0.0,40,1,50,0
10,0.0,35,0,40,1
7,0.0,55,1,34,0
9,0.0,50,1,57,0
14,0.0,32,0,39,1
10,0.0,40,0,49,1
10,1092.8412024287468,40,1,43,3
9,0.0,45,0,26,1
10,0.0,40,0,31,1
10,0.0,50,1,60,0
14,1092.8412024287468,50,1,46,3
10,1092.8412024287468,55,1,26,3
15,0.0,40,0,27,1
10,0.0,40,0,31,1
9,0.0,50,0,59,1
10,0.0,24,0,18,1
10,0.0,45,1,22,0
12,0.0,20,0,24,1
6,0.0,40,1,53,0
9,0.0,42,1,43,0
10,0.0,50,1,24,0
6,0.0,40,0,60,1
9,0.0,40,1,24,0
9,0.0,40,1,52,0
11,0.0,99,1,32,0
6,0.0,35,0,34,1
12,0.0,40,1,35,0
5,0.0,40,1,38,0
9,1092.8412024287468,90,1,34,3
15,0.0,50,0,53,1
9,0.0,40,0,23,1
10,0.0,40,1,40,0
9,0.0,40,1,40,0
9,0.0,60,1,50,0
6,0.0,20,0,17,1
13,0.0,54,0,53,1
13,0.0,50,1,32,0
7,0.0,16,1,18,0
6,0.0,40,0,62,1
14,0.0,40,1,45,0
16,0.0,70,1,46,0
4,0.0,40,1,73,0
16,0.0,60,1,64,0
13,0.0,45,0,26,1
9,0.0,48,1,23,0
9,0.0,40,1,30,0
10,0.0,40,0,51,1
13,0.0,55,0,35,1
10,1092.8412024287468,45,0,39,2
14,0.0,40,1,35,0
9,0.0,40,0,41,1
10,1092.8412024287468,40,1,31,3
13,0.0,50,1,40,0
15,0.0,40,1,46,0
9,0.0,30,0,31,1
10,0.0,40,0,41,1
13,1092.8412024287468,40,1,42,3
9,0.0,40,1,23,0
10,0.0,45,1,49,0
11,0.0,40,1,53,0
13,1092.8412024287468,43,0,38,2
12,0.0,40,0,36,1
10,0.0,72,1,32,0
7,0.0,40,1,20,0
10,0.0,32,0,22,1
11,0.0,40,1,25,0
9,0.0,40,1,58,0
10,0.0,20,1,24,0
9,1092.8412024287468,40,1,48,3
2,0.0,30,1,20,0
10,0.0,40,1,60,0
9,0.0,30,1,20,0
10,0.0,45,1,52,0
9,0.0,40,0,36,1
13,0.0,40,1,46,0
7,0.0,25,0,22,1
10,0.0,35,0,19,1
9,0.0,40,1,37,0
11,0.0,40,0,30,1
12,0.0,25,1,44,0
9,0.0,45,1,22,0
13,1092.8412024287468,50,1,31,3
7,0.0,40,1,17,0
9,0.0,40,1,21,0
14,0.0,40,1,67,0
4,0.0,40,1,46,0
9,0.0,50,1,29,0
10,0.0,6,0,20,1
10,0.0,24,1,27,0
10,0.0,40,1,35,0
10,0.0,30,0,19,1
8,0.0,40,0,36,1
13,1092.8412024287468,50,1,43,3
13,0.0,40,1,62,0
15,0.0,40,1,28,0
7,0.0,15,0,18,1
15,1092.8412024287468,50,1,59,3
13,0.0,40,1,37,0
10,0.0,40,1,27,0
14,0.0,43,0,46,1
7,0.0,42,0,29,1
13,0.0,40,0,33,1
9,0.0,40,1,62,0
16,0.0,55,1,46,0
6,0.0,40,1,28,0
10,0.0,35,0,22,1
14,0.0,40,1,46,0
10,0.0,40,1,54,0
9,0.0,72,1,34,0
13,0.0,20,1,62,0
10,0.0,40,1,30,0
9,0.0,20,1,19,0
11,0.0,45,1,27,0
10,0.0,50,1,36,0
13,0.0,40,1,52,0
8,0.0,55,0,47,1
9,0.0,40,0,57,1
10,0.0,40,0,64,1
7,0.0,47,0,53,1
13,0.0,44,1,53,0
10,0.0,40,1,31,0
13,1092.8412024287468,45,1,41,3
9,0.0,40,0,45,1
9,0.0,40,0,45,1
10,0.0,28,0,23,1
14,0.0,72,1,39,0
11,0.0,40,1,31,0
13,0.0,45,1,35,0
14,1092.8412024287468,60,1,54,3
13,1092.8412024287468,40,0,40,2
13,0.0,40,1,55,0
9,0.0,40,1,31,0
7,0.0,60,1,58,0
16,0.0,99,1,31,0
9,0.0,40,0,46,1
11,0.0,40,1,38,0
10,1092.8412024287468,25,0,22,2
9,0.0,60,1,48,0
13,0.0,15,1,73,0
13,0.0,45,1,25,0
10,0.0,40,1,53,0
10,1092.8412024287468,45,1,46,3
13,0.0,40,0,37,1
9,0.0,50,1,30,0
9,0.0,40,1,29,0
10,0.0,40,1,29,0
14,0.0,40,1,58,0
4,0.0,50,0,42,1
5,0.0,24,1,62,0
13,1092.8412024287468,40,1,45,3
13,0.0,40,1,38,0
13,0.0,50,1,36,0
4,0.0,30,1,42,0
14,1092.8412024287468,35,1,47,3
10,0.0,40,1,42,0
10,0.0,38,0,43,1
11,0.0,40,1,37,0
10,1092.8412024287468,39,0,36,2
13,0.0,40,0,27,1
3,0.0,40,1,54,0
9,0.0,40,1,48,0
9,0.0,30,0,29,1
9,0.0,38,1,29,0
10,0.0,47,1,37,0
10,0.0,40,1,55,0
9,0.0,20,0,67,1
9,0.0,30,1,51,0
14,0.0,32,0,35,1
9,0.0,40,0,64,1
13,0.0,35,0,49,1
13,0.0,70,1,38,0
9,0.0,40,0,62,1
4,0.0,10,1,62,0
14,0.0,40,1,45,0
12,0.0,40,0,20,1
9,0.0,48,1,38,0
13,0.0,40,1,50,0
10,0.0,55,1,40,0
9,0.0,70,1,30,0
10,0.0,40,0,52,1
13,0.0,50,1,28,0
9,0.0,30,1,62,0
9,0.0,40,0,31,1
9,0.0,40,1,40,0
9,0.0,40,0,34,1
10,0.0,40,1,53,0
8,0.0,40,1,42,0
10,0.0,25,1,26,0
9,0.0,40,1,51,0
14,0.0,50,1,49,0
9,0.0,40,1,43,0
10,0.0,40,1,42,0
7,0.0,40,0,31,1
9,0.0,40,1,26,0
13,0.0,40,0,50,1
9,0.0,40,1,35,0
10,0.0,40,0,37,1
10,0.0,16,1,20,0
15,0.0,40,1,31,0
9,0.0,35,1,28,0
9,0.0,40,1,46,0
10,0.0,8,0,21,1
14,1092.8412024287468,70,1,41,3
13,0.0,70,1,30,0
13,0.0,70,1,66,0
10,0.0,60,1,37,0
4,0.0,20,0,74,1
10,0.0,70,1,46,0
14,0.0,50,1,51,0
13,1092.8412024287468,50,1,33,3
3,1092.8412024287468,40,1,30,3
13,0.0,50,1,47,0
13,0.0,40,0,49,1
9,0.0,48,0,53,1
11,0.0,40,1,24,0
9,0.0,50,1,54,0
10,0.0,40,1,32,0
10,0.0,45,1,45,0
9,1092.8412024287468,45,1,46,3
10,0.0,65,1,37,0
14,0.0,61,1,48,0
13,0.0,40,0,25,1
10,0.0,40,0,27,1
9,0.0,8,1,69,0
13,0.0,52,1,38,0
8,0.0,40,0,47,1
10,0.0,60,0,30,1
9,1092.8412024287468,30,1,46,3
15,0.0,45,0,27,1
10,0.0,35,1,19,0
9,1092.8412024287468,40,0,18,2
7,0.0,50,1,24,0
13,0.0,40,0,32,1
9,0.0,40,1,38,0
1,0.0,36,1,19,0
10,0.0,40,1,28,0
14,0.0,55,0,39,1
10,0.0,60,1,38,0
9,0.0,40,0,42,1
10,0.0,40,0,31,1
5,0.0,40,0,46,1
10,0.0,54,0,53,1
12,0.0,15,1,21,0
9,0.0,50,1,48,0
9,1092.8412024287468,52,0,46,2
9,0.0,45,1,30,0
9,0.0,40,1,24,0
6,0.0,50,1,32,0
9,0.0,40,0,30,1
16,0.0,50,0,57,1
4,0.0,40,1,56,0
9,0.0,37,0,27,1
13,0.0,40,1,38,0
9,0.0,40,1,19,0
10,0.0,50,1,61,0
11,0.0,40,0,49,1
9,0.0,38,1,28,0
14,0.0,55,1,50,0
13,0.0,84,1,43,0
9,0.0,48,0,34,1
7,0.0,40,1,28,0
10,0.0,40,1,31,0
9,0.0,44,0,55,1
13,0.0,45,0,26,1
16,0.0,40,0,51,1
9,0.0,40,1,35,0
12,0.0,31,0,42,1
14,0.0,30,1,31,0
9,0.0,20,1,22,0
9,0.0,60,1,67,0
9,0.0,24,0,63,1
9,0.0,40,1,31,0
7,0.0,40,1,17,0
9,0.0,40,1,41,0
4,0.0,38,1,53,0
10,0.0,99,1,44,0
13,0.0,40,1,24,0
11,0.0,35,1,35,0
10,0.0,40,0,61,1
12,0.0,40,0,31,1
13,1092.8412024287468,40,1,44,3
9,0.0,36,1,56,0
12,0.0,40,0,66,1
10,0.0,40,1,45,0
13,1092.8412024287468,45,1,69,3
9,0.0,40,1,64,0
9,0.0,36,0,38,1
10,0.0,40,1,43,0
9,0.0,49,1,37,0
9,0.0,16,0,19,1
9,0.0,40,1,59,0
10,0.0,40,1,50,0
13,0.0,50,1,33,0
10,0.0,45,1,56,0
11,0.0,40,1,28,0
9,0.0,34,0,27,1
9,0.0,40,1,34,0
7,0.0,30,1,19,0
9,0.0,40,1,68,0
14,0.0,38,1,28,0
9,0.0,40,1,22,0
12,0.0,40,0,58,1
10,0.0,25,0,31,1
7,0.0,30,1,17,0
10,1092.8412024287468,50,1,25,3
10,0.0,23,0,23,1
8,0.0,40,1,25,0
9,0.0,40,1,47,0
13,0.0,60,0,39,1
9,0.0,40,1,44,0
11,0.0,40,1,46,0
10,0.0,35,1,38,0
9,0.0,30,1,23,0
13,0.0,35,0,34,1
9,0.0,40,1,33,0
9,0.0,20,0,38,1
11,0.0,40,1,52,0
9,0.0,33,0,50,1
13,0.0,45,0,38,1
13,0.0,40,1,35,0
16,1092.8412024287468,35,1,67,3
9,1092.8412024287468,40,1,60,3
9,0.0,15,0,44,1
9,0.0,50,1,38,0
9,0.0,40,1,29,0
14,1092.8412024287468,50,1,65,3
12,0.0,40,0,33,1
7,0.0,30,0,18,1
15,0.0,40,1,43,0
11,0.0,40,0,42,1
9,0.0,40,1,42,0
9,0.0,30,1,32,0
12,0.0,40,0,36,1
13,0.0,40,1,41,0
10,0.0,40,0,30,1
9,0.0,35,1,21,0
10,0.0,40,1,33,0
9,0.0,25,1,19,0
9,0.0,40,1,35,0
9,0.0,35,0,43,1
9,0.0,24,1,45,0
13,0.0,50,1,25,0
13,0.0,40,1,39,0
9,0.0,40,1,26,0
14,0.0,10,1,60,0
16,0.0,40,0,52,1
8,0.0,30,1,22,0
10,0.0,40,0,23,1
9,0.0,40,0,46,1
13,0.0,30,1,34,0
13,0.0,50,1,39,0
9,0.0,40,0,38,1
14,0.0,25,1,56,0
9,0.0,40,0,55,1
10,1092.8412024287468,40,0,40,2
10,0.0,40,1,23,0
13,0.0,40,1,39,0
13,0.0,30,1,24,0
9,0.0,40,1,51,0
13,0.0,50,1,47,0
9,0.0,50,1,25,0
15,0.0,55,1,34,0
7,0.0,20,0,18,1
10,0.0,28,0,19,1
10,0.0,40,1,32,0
9,0.0,40,1,49,0
9,0.0,55,1,43,0
14,1092.8412024287468,40,1,71,3
9,0.0,40,1,59,0
13,0.0,40,0,32,1
13,0.0,40,1,25,0
9,0.0,40,1,32,0
7,0.0,15,0,17,1
15,0.0,35,1,57,0
8,0.0,15,1,17,0
13,0.0,40,0,27,1
9,0.0,40,1,41,0
7,0.0,25,0,19,1
3,0.0,40,0,41,1
13,0.0,50,1,39,0
9,0.0,40,1,30,0
13,0.0,40,1,37,0
7,0.0,15,0,18,1
13,0.0,45,1,40,0
10,0.0,60,1,38,0
9,0.0,40,1,24,0
9,0.0,50,1,33,0
13,0.0,40,1,48,0
13,0.0,40,1,51,0
9,0.0,40,1,48,0
4,0.0,45,1,43,0
15,0.0,50,1,34,0
11,0.0,30,1,41,0
15,1092.8412024287468,60,1,51,3
9,0.0,40,1,25,0
9,0.0,50,1,20,0
9,1092.8412024287468,45,1,61,3
10,0.0,70,0,35,1
14,0.0,40,0,42,1
9,0.0,16,1,26,0
9,0.0,50,1,46,0
13,0.0,40,1,39,0
10,0.0,80,1,29,0
10,0.0,40,1,39,0
9,0.0,40,1,47,0
10,0.0,50,1,40,0
9,0.0,40,1,43,0
9,0.0,40,1,32,0
6,0.0,40,0,31,1
12,0.0,40,1,44,0
13,0.0,40,1,46,0
14,0.0,50,1,53,0
13,0.0,40,1,43,0
13,0.0,40,0,41,1
9,0.0,40,1,35,0
13,0.0,45,1,48,0
14,0.0,40,0,28,1
13,0.0,32,0,44,1
15,0.0,40,0,51,1
9,0.0,50,1,28,0
13,0.0,60,1,36,0
9,0.0,35,1,28,0
10,0.0,40,1,21,0
10,0.0,40,1,36,0
9,0.0,43,1,31,0
9,0.0,60,1,44,0
7,0.0,40,1,49,0
9,0.0,40,1,40,0
16,0.0,40,1,64,0
14,1092.8412024287468,40,1,54,3
10,0.0,55,1,27,0
10,0.0,20,0,18,1
5,0.0,44,1,68,0
16,0.0,80,1,64,0
9,0.0,40,1,36,0
9,0.0,24,1,21,0
10,0.0,30,1,22,0
13,0.0,40,1,61,0
10,0.0,10,1,24,0
13,0.0,50,1,49,0
10,0.0,30,0,25,1
10,0.0,45,1,29,0
9,0.0,40,0,22,1
10,0.0,40,1,57,0
13,0.0,40,0,41,1
9,0.0,40,1,29,0
10,0.0,35,0,20,1
15,0.0,45,1,47,0
9,0.0,55,0,22,1
11,0.0,50,1,59,0
14,0.0,40,1,42,0
10,0.0,35,0,64,1
9,0.0,40,1,29,0
10,0.0,20,1,25,0
10,0.0,40,0,62,1
14,1092.8412024287468,45,1,44,3
9,0.0,40,0,21,1
10,1092.8412024287468,40,1,60,3
6,0.0,40,1,46,0
13,0.0,40,1,44,0
9,0.0,19,0,21,1
7,0.0,18,1,18,0
13,1092.8412024287468,32,0,39,2
14,0.0,45,1,33,0
2,0.0,40,1,63,0
9,0.0,52,1,52,0
5,0.0,22,1,17,0
15,0.0,50,1,45,0
9,0.0,40,1,31,0
10,0.0,40,1,35,0
9,0.0,40,1,31,0
10,0.0,40,0,51,1
9,0.0,60,1,48,0
9,0.0,40,1,28,0
10,0.0,40,0,38,1
13,0.0,40,1,43,0
9,0.0,40,1,30,0
8,0.0,55,1,24,0
13,0.0,60,1,46,0
6,0.0,60,1,50,0
9,0.0,35,1,22,0
9,0.0,15,1,18,0
13,0.0,45,1,53,0
13,0.0,44,1,40,0
16,0.0,35,1,36,0
13,0.0,43,1,32,0
9,0.0,12,1,39,0
9,0.0,40,1,46,0
13,0.0,42,1,26,0
10,0.0,15,1,19,0
9,0.0,40,0,24,1
14,0.0,40,1,28,0
14,0.0,40,0,25,1
10,0.0,40,1,44,0
9,0.0,40,1,38,0
14,0.0,45,1,42,0
9,0.0,40,1,28,0
13,0.0,60,1,47,0
9,1092.8412024287468,35,1,46,3
10,0.0,40,0,21,1
13,0.0,45,0,35,1
9,0.0,40,1,26,0
10,0.0,30,0,21,1
4,0.0,40,1,67,0
9,0.0,40,1,54,0
14,0.0,25,1,26,0
13,0.0,50,0,51,1
10,0.0,45,1,27,0
10,0.0,40,0,39,1
13,0.0,48,0,32,1
9,0.0,40,1,52,0
10,0.0,40,1,21,0
9,0.0,38,1,27,0
4,0.0,45,1,46,0
11,0.0,30,1,42,0
13,0.0,20,1,79,0
13,0.0,40,0,50,1
10,1092.8412024287468,40,1,43,3
14,0.0,60,1,51,0
10,1092.8412024287468,50,1,45,3
9,1092.8412024287468,20,1,65,3
13,0.0,5,1,66,0
11,0.0,99,1,36,0
12,0.0,36,0,26,1
10,0.0,50,1,28,0
15,0.0,45,1,39,0
10,0.0,60,1,43,0
9,0.0,40,0,20,1
10,0.0,40,1,29,0
13,0.0,50,1,32,0
13,1092.8412024287468,40,0,44,2
10,0.0,40,1,60,0
9,0.0,40,1,34,0
9,0.0,40,0,60,1
7,0.0,40,0,38,1
11,0.0,40,1,29,0
10,0.0,40,1,41,0
13,0.0,40,0,49,1
3,0.0,40,0,37,1
16,0.0,60,0,37,1
10,0.0,38,1,43,0
14,1092.8412024287468,55,0,41,2
5,0.0,60,1,19,0
10,0.0,35,1,29,0
9,0.0,15,1,40,0
4,0.0,40,1,53,0
13,0.0,55,1,27,0
9,1092.8412024287468,50,1,44,3
12,0.0,38,0,29,1
3,0.0,40,1,25,0
9,0.0,55,1,38,0
13,0.0,50,1,48,0
10,0.0,12,0,18,1
9,0.0,50,1,50,0
9,0.0,40,0,37,1
13,0.0,20,0,48,1
10,0.0,32,1,50,0
10,0.0,30,0,24,1
10,0.0,40,1,34,0
10,0.0,40,1,19,0
9,0.0,40,1,39,0
10,0.0,40,0,40,1
9,0.0,40,0,30,1
9,0.0,40,1,27,0
10,0.0,40,1,46,0
13,0.0,50,0,24,1
8,0.0,20,1,18,0
16,0.0,60,1,50,0
7,0.0,40,1,42,0
5,0.0,40,1,42,0
11,1092.8412024287468,40,1,37,3
10,0.0,16,0,57,1
13,0.0,40,1,27,0
6,0.0,40,1,31,0
14,0.0,40,0,34,1
9,0.0,40,0,55,1
7,0.0,40,1,56,0
13,0.0,38,0,36,1
10,0.0,40,1,35,0
13,0.0,40,1,38,0
9,0.0,60,1,30,0
10,0.0,20,0,18,1
11,0.0,40,1,35,0
9,0.0,40,0,53,1
15,0.0,40,0,46,1
10,0.0,40,1,45,0
6,0.0,60,1,35,0
9,0.0,40,1,41,0
9,0.0,70,1,60,0
10,0.0,15,1,18,0
9,0.0,40,1,19,0
9,0.0,50,1,24,0
13,1092.8412024287468,40,1,56,3
9,0.0,70,1,28,0
9,0.0,32,1,29,0
10,0.0,40,1,35,0
9,0.0,35,1,18,0
9,0.0,40,1,53,0
14,0.0,20,1,26,0
10,0.0,40,1,55,0
10,0.0,40,1,45,0
9,0.0,40,1,28,0
13,0.0,40,1,32,0
9,0.0,40,1,27,0
9,0.0,40,0,35,1
9,0.0,37,0,36,1
13,1092.8412024287468,45,1,41,3
13,0.0,20,1,23,0
8,0.0,40,1,22,0
15,1092.8412024287468,40,1,36,3
13,0.0,40,1,65,0
9,0.0,40,0,25,1
10,0.0,40,1,33,0
10,0.0,40,1,31,0
13,0.0,40,1,50,0
10,0.0,50,1,49,0
13,0.0,40,0,43,1
10,0.0,40,0,23,1
14,1092.8412024287468,40,1,34,3
10,0.0,40,0,23,1
6,0.0,40,1,63,0
9,0.0,40,1,33,0
13,0.0,50,1,51,0
9,0.0,45,1,31,0
10,1092.8412024287468,40,0,32,2
10,0.0,36,0,31,1
11,0.0,40,1,47,0
10,0.0,40,1,54,0
10,0.0,40,1,23,0
9,0.0,40,1,34,0
7,0.0,35,0,46,1
12,0.0,50,1,34,0
9,0.0,50,1,31,0
9,0.0,40,1,41,0
11,0.0,30,1,27,0
10,0.0,40,1,23,0
12,0.0,40,1,59,0
9,1092.8412024287468,40,1,56,3
9,0.0,40,1,35,0
9,0.0,45,1,59,0
11,0.0,40,1,47,0
9,0.0,44,0,51,1
13,0.0,45,0,42,1
10,0.0,40,0,29,1
9,0.0,45,1,23,0
9,0.0,60,1,43,0
10,0.0,40,1,46,0
10,0.0,40,0,30,1
10,0.0,20,0,23,1
14,0.0,35,0,29,1
9,0.0,45,0,33,1
9,1092.8412024287468,40,1,33,3
10,0.0,45,0,46,1
10,0.0,40,0,35,1
13,0.0,40,1,36,0
9,0.0,37,0,25,1
13,0.0,40,1,35,0
4,0.0,42,1,30,0
10,0.0,84,1,39,0
10,0.0,55,1,37,0
9,0.0,42,1,22,0
9,0.0,60,1,25,0
9,0.0,40,0,50,1
11,0.0,45,1,33,0
3,0.0,40,1,59,0
9,0.0,40,0,24,1
13,0.0,55,1,41,0
13,0.0,60,1,60,0
9,0.0,30,1,19,0
10,0.0,40,1,23,0
14,1092.8412024287468,40,1,57,3
14,0.0,40,1,36,0
13,0.0,40,1,24,0
9,0.0,50,1,32,0
13,0.0,45,1,27,0
11,0.0,55,0,43,1
11,0.0,40,0,54,1
9,0.0,45,1,22,0
9,0.0,50,1,29,0
8,0.0,50,1,22,0
13,0.0,50,1,37,0
16,0.0,50,1,38,0
10,0.0,40,1,34,0
10,0.0,84,1,45,0
2,0.0,40,0,28,1
16,0.0,40,0,68,1
9,0.0,40,1,36,0
5,0.0,30,1,20,0
10,0.0,45,0,24,1
10,0.0,40,0,38,1
13,0.0,40,0,32,1
10,1092.8412024287468,50,1,34,3
9,1092.8412024287468,40,0,47,2
13,0.0,50,0,28,1
15,0.0,40,1,32,0
9,0.0,40,1,58,0
15,1092.8412024287468,35,1,64,3
10,0.0,50,0,38,1
9,0.0,40,0,43,1
8,0.0,40,1,28,0
13,0.0,20,0,23,1
5,1092.8412024287468,40,1,25,3
9,1092.8412024287468,40,1,41,3
10,0.0,40,1,41,0
13,0.0,40,1,27,0
4,0.0,30,1,54,0
9,0.0,25,0,28,1
4,0.0,40,1,29,0
9,0.0,30,1,36,0
13,0.0,60,1,41,0
10,0.0,40,1,60,0
14,0.0,38,1,34,0
10,0.0,42,0,27,1
6,0.0,40,1,60,0
11,0.0,40,1,39,0
8,0.0,35,1,59,0
16,0.0,32,1,34,0
11,0.0,40,1,36,0
10,0.0,40,1,54,0
11,0.0,40,1,48,0
4,0.0,33,1,19,0
15,0.0,40,1,40,0
9,0.0,45,1,25,0
12,0.0,40,1,39,0
10,0.0,40,1,34,0
9,0.0,30,0,30,1
9,0.0,24,0,43,1
13,0.0,40,1,35,0
16,0.0,50,1,36,0
9,0.0,65,1,59,0
9,0.0,40,1,33,0
10,0.0,50,1,22,0
9,0.0,45,1,48,0
9,0.0,40,0,54,1
10,0.0,38,0,49,1
13,0.0,40,0,37,1
9,0.0,40,1,45,0
10,0.0,40,0,51,1
10,0.0,40,1,46,0
13,0.0,40,0,31,1
10,0.0,50,0,39,1
9,1092.8412024287468,40,1,35,3
13,0.0,40,0,26,1
10,1092.8412024287468,40,1,51,3
14,0.0,6,1,31,0
9,0.0,40,1,39,0
7,0.0,30,1,26,0
13,0.0,35,1,25,0
10,0.0,40,1,61,0
9,0.0,40,0,49,1
13,0.0,45,0,53,1
1,0.0,40,1,52,0
9,0.0,55,1,52,0
9,0.0,40,1,50,0
13,1092.8412024287468,35,0,29,2
4,0.0,30,1,76,0
9,0.0,15,0,19,1
9,0.0,40,1,25,0
9,0.0,40,0,45,1
12,0.0,35,0,34,1
10,0.0,16,0,20,1
10,0.0,40,1,27,0
10,1092.8412024287468,40,1,41,3
9,0.0,60,1,43,0
9,0.0,40,0,23,1
10,0.0,40,0,37,1
13,0.0,40,1,31,0
10,0.0,4,1,33,0
12,0.0,20,1,28,0
10,0.0,40,0,35,1
12,0.0,75,1,41,0
7,0.0,12,0,17,1
13,0.0,40,0,41,1
11,0.0,45,1,44,0
4,0.0,40,1,47,0
9,0.0,40,1,24,0
11,0.0,40,0,38,1
10,0.0,52,1,34,0
9,0.0,35,0,62,1
9,0.0,38,1,27,0
10,0.0,40,0,59,1
14,0.0,40,1,35,0
9,0.0,32,0,38,1
10,0.0,50,0,28,1
9,0.0,38,0,28,1
5,0.0,40,1,59,0
10,0.0,40,0,42,1
14,0.0,32,0,54,1
9,0.0,45,1,39,0
13,0.0,40,1,41,0
13,0.0,40,0,43,1
13,0.0,50,1,32,0
10,0.0,33,0,62,1
9,0.0,40,0,58,1
9,0.0,40,1,43,0
9,0.0,40,0,31,1
14,0.0,70,0,51,1
13,0.0,36,0,54,1
10,0.0,70,1,20,0
10,0.0,40,1,35,0
9,0.0,36,0,22,1
13,1092.8412024287468,60,1,38,3
9,0.0,40,1,42,0
14,0.0,40,1,44,0
9,0.0,70,1,28,0
10,0.0,35,1,74,0
